"img","x_pos","y_pos"
"../data/prado/Pintura/P006225.jpg",0.92097723,0.80458426
"../data/prado/Pintura/P007885.jpg",0.91366535,0.6988009
"../data/prado/Pintura/P000132.jpg",0.6596802,0.94618094
"../data/prado/Pintura/P004354.jpg",0.39916164,0.39863905
"../data/prado/Pintura/P002725.jpg",0.34532934,0.42937902
"../data/prado/Pintura/P002862.jpg",0.23856677,0.47144216
"../data/prado/Pintura/P000913.jpg",0.96489966,0.41508394
"../data/prado/Pintura/P000907.jpg",0.9276889,0.41086152
"../data/prado/Pintura/P002876.jpg",0.23003052,0.35319334
"../data/prado/Pintura/P007926.jpg",0.98162806,0.4308798
"../data/prado/Pintura/P000091.jpg",0.61531293,0.5877188
"../data/prado/Pintura/P003598.jpg",0.42435297,0.7934738
"../data/prado/Pintura/P002686.jpg",0.852574,0.36756906
"../data/prado/Pintura/P005857.jpg",0.7586337,0.530035
"../data/prado/Pintura/P007098.jpg",0.32127002,0.35740152
"../data/prado/Pintura/P006386.jpg",0.8802129,0.48383692
"../data/prado/Pintura/P006392.jpg",0.430054,0.78858465
"../data/prado/Pintura/P004585.jpg",0.6966743,0.94187015
"../data/prado/Pintura/P002692.jpg",0.3905822,0.3566141
"../data/prado/Pintura/P007932.jpg",0.8743721,0.4612168
"../data/prado/Pintura/P000085.jpg",0.43414152,0.45878908
"../data/prado/Pintura/P007701.jpg",0.85416967,0.55917436
"../data/prado/Pintura/P001370.jpg",0.9536078,0.48869127
"../data/prado/Pintura/P002679.jpg",0.7246891,0.5989718
"../data/prado/Pintura/P005116.jpg",0.50672054,0.7808434
"../data/prado/Pintura/P004208.jpg",0.5138646,0.6057702
"../data/prado/Pintura/P003201.jpg",0.23659633,0.73403513
"../data/prado/Pintura/P005670.jpg",0.81355333,0.5927042
"../data/prado/Pintura/P001416.jpg",0.95525813,0.519237
"../data/prado/Pintura/P006379.jpg",0.8010126,0.68728167
"../data/prado/Pintura/P000708.jpg",0.5641617,0.5758366
"../data/prado/Pintura/P001402.jpg",0.65812224,0.7058647
