"img","x_pos","y_pos"
"P001065",0.42366672,0.48435426
"P003114",0.41827652,0.36867154
"P005565",0.3499197,0.68833464
"P001703",0.43309942,0.50618595
"P008041",0.20059893,0.16838212
"P001717",0.18561454,0.60338485
"P006078",0.3783463,0.4660556
"P008055",0.42905918,0.025370333
"P000409",0.36503887,0.19464645
"P005571",0.38796154,0.6576243
"P002578",0.62277555,0.2745927
"P005217",0.38680983,0.687138
"P003666",0.2555778,0.6582967
"P001071",0.21707745,0.24542022
"P002550",0.28250128,0.26162708
"P003896",0.7005801,0.7823309
"P000347",0.19494693,0.24086414
"P007428",0.44253594,0.1935152
"P006736",0.3398626,0.20022558
"P001059",0.3336663,0.39108515
"P006050",0.6800007,0.69696915
"P000421",0.3119775,0.34320125
"P003128",0.61007184,0.62161463
"P004647",0.15590836,0.49170125
"P005559",0.4045184,0.69525653
"P004653",0.5772712,0.34286383
"P002222",0.24347283,0.26720485
"P006044",0.6565769,0.51499194
"P008069",0.66531897,0.6221006
"P000435",0.4919616,0.6330099
"P000353",0.12980926,0.4157974
"P006722",0.27391607,0.17125954
"P002544",0.5157487,0.30368084
"P004135",0.37722865,0.71932685
"P000804",0.38550165,0.6397934
"P007819",0.65126246,0.3998997
"P000810",0.09309247,0.23362722
"P005968",0.43599197,0.7924833
"P006291",0.6200126,0.67123884
"P000838",0.24898113,0.35192364
"P004486",0.6376549,0.3798266
"P005798",0.30089745,0.81110704
"P002791",0.19995093,0.28039134
"P002949",0.48694223,0.48708215
"P000186",0.50240767,0.67188907
"P000192",0.33158478,0.37232256
"P007825",0.32674623,0.7189981
"P002785",0.5998432,0.6200117
"P004492",0.2564609,0.27689883
"P005954",0.59925985,0.45309448
"P001501",0.400428,0.5376564
"P004479",0.21824622,0.19581719
"P003316",0.3742309,0.5420189
"P003470",0.42762053,0.33118728
"P001267",0.4123385,0.28384224
"P007616",0.32069343,0.33528712
"P000179",0.21705201,0.30587605
"P007602",0.31758675,0.512723
"P003464",0.20814951,0.21656969
"P005015",0.6269608,0.68939984
"P005773",0.46573734,0.2877418
"P003302",0.44727096,0.23904471
"P008257",0.19812898,0.58176094
"P001515",0.5022718,0.66054
"P002034",0.6124576,0.6453057
"P000623",0.24338645,0.6736073
"P006252",0.62686026,0.74277663
"P006534",0.17639436,0.6703875
"P000145",0.68377465,0.42562655
"P002752",0.6186769,0.69824356
"P003458",0.3331854,0.31149212
"P004337",0.53565276,0.6506341
"P002746",0.5976798,0.6838128
"P006520",0.45806482,0.78004706
"P000151",0.4568169,0.6653542
"P000637",0.4855444,0.5459796
"P007158",0.3979099,0.48835844
"P006246",0.6295935,0.2454155
"P001529",0.6939939,0.48830786
"P002020",0.6114297,0.664178
"P004451",0.20687078,0.14001857
"P000970",0.3856483,0.45071384
"P007979",0.32343724,0.33658898
"P002801",0.5069074,0.29926983
"P002815",0.33287695,0.503272
"P000964",0.26888445,0.45366687
"P000794",0.52159214,0.59607095
"P002183",0.15586233,0.16254821
"P005834",0.25475264,0.5398278
"P004294",0.16475882,0.2177419
"P006483",0.44053042,0.81809247
"P007945",0.4618839,0.43092132
"P007951",0.19842394,0.38443905
"P007789",0.56592196,0.38912997
"P002829",0.5415641,0.29205233
"P004280",0.4376353,0.01899896
"P002197",0.23637304,0.28965527
"P003289",0.47413114,0.33426502
"P005820",0.5570697,0.70611393
"P000780",0.42075628,0.55925566
"P000958",0.4884359,0.6603932
"P001475",0.38504755,0.49593493
"P003262",0.20089017,0.4691571
"P005613",0.5106751,0.6930439
"P003504",0.54155004,0.56344354
"P007762",0.79070884,0.44513166
"P001313",0.45757583,0.36334065
"P000019",0.28654745,0.59603834
"P007776",0.433703,0.38674587
"P003510",0.5402553,0.3996683
"P003276",0.33093682,0.4453346
"P004519",0.7158901,0.7251616
"P002168",0.4276625,0.76070666
"P001461",0.6502327,0.42211
"P007010",0.61194444,0.4481435
"P002140",0.4269391,0.79814506
"P001449",0.7335361,0.5747666
"P007038",0.23925401,0.5956695
"P000757",0.5854349,0.6307097
"P000031",0.44694406,0.5588775
"P006440",0.25938228,0.54732656
"P007986",0.07520006,0.45650715
"P004257",0.66635996,0.70394635
"P003538",0.3314079,0.35445854
"P002632",0.65183765,0.5116558
"P004243",0.6495639,0.7199636
"P000025",0.5591808,0.5441451
"P006454",0.67955166,0.45166197
"P007992",0.46582842,0.803132
"P006332",0.65987533,0.38780695
"P000743",0.2759308,0.41504332
"P004525",0.69655174,0.66203976
"P002154",0.33291736,0.75895363
"P006865",0.7012917,0.75333494
"P001878",0.5143894,0.6743078
"P006871",0.6663427,0.68232226
"P003909",0.4484651,0.24688078
"P006859",0.20461123,0.6612884
"P006681",0.38978907,0.8194161
"P005388",0.30189207,0.60477644
"P003921",0.48239437,0.48107165
"P004096",0.6426747,0.3779246
"P001688",0.17512472,0.2619051
"P000596",0.78412324,0.5301225
"P001850",0.38580063,0.7756082
"P000582",0.3769676,0.5325415
"P001844",0.38189363,0.69486356
"P002395",0.39190808,0.28201243
"P003935",0.5309554,0.7349074
"P004082",0.625872,0.23664533
"P006695",0.344343,0.7981766
"P001111",0.28724372,0.35911465
"P007560",0.03248967,0.4100992
"P004069",0.1544345,0.5100727
"P005377",0.18494523,0.61430454
"P002418",0.28684518,0.20011713
"P005411",0.6000338,0.22058885
"P003060",0.22551364,0.11210154
"P001677",0.18279871,0.59647477
"P008121",0.65933305,0.33329812
"P001663",0.26573706,0.45000264
"P005405",0.61530244,0.20501785
"P003074",0.21700355,0.23801799
"P005363",0.38884428,0.79232717
"P001105",0.3009166,0.37706813
"P007574",0.020507516,0.46460223
"P004055",0.68145245,0.7954783
"P002424",0.46807653,0.68316555
"P006642",0.28384468,0.5459312
"P000233",0.5982123,0.71929234
"P000555",0.09906971,0.53521156
"P001893",0.47757182,0.49488974
"P002342",0.26204523,0.28946412
"P004733",0.51176476,0.3550978
"P002356",0.3052129,0.31041172
"P005439",0.56061804,0.56857985
"P003048",0.19485074,0.64932233
"P000541",0.35839874,0.47983652
"P001887",0.6118593,0.39208096
"P001139",0.09878061,0.27316928
"P006656",0.46925837,0.7070389
"P007548",0.55140793,0.5593034
"P000227",0.052981697,0.4693708
"P004041",0.3208859,0.43293083
"P006131",0.46942943,0.2616603
"P001886",0.19782023,0.5999639
"P000540",0.6942133,0.46214575
"P003049",0.30794877,0.09753014
"P004726",0.56500787,0.604395
"P002357",0.24177872,0.31730938
"P002431",0.64732814,0.62574655
"P004040",0.04795957,0.47516692
"P000226",0.31393448,0.3935422
"P006657",0.02586479,0.4818767
"P001138",0.41121233,0.19061992
"P000232",0.5632817,0.7461196
"P006643",0.19023857,0.4690164
"P002425",0.33305112,0.40127087
"P004054",0.618137,0.74765617
"P004732",0.20932965,0.43445462
"P002343",0.3711463,0.24695142
"P008108",0.73526865,0.34369966
"P001892",0.5439899,0.23992285
"P003075",0.5305463,0.40397128
"P001662",0.6717181,0.73451716
"P008120",0.695725,0.22486354
"P007575",0.4320183,0.013980543
"P001104",0.26274896,0.3621572
"P005362",0.6814861,0.7470475
"P003713",0.34184244,0.6650033
"P002419",0.13714322,0.556379
"P005376",0.25328636,0.61845225
"P008204_001",0.30031875,0.17690054
"P007561",0.21076673,0.18540429
"P001110",0.22279488,0.2526662
"P001676",0.3047052,0.4804752
"P000568",0.050692853,0.48859578
"P003061",0.6304341,0.23032805
"P005410",0.60752946,0.20710534
"P002394",0.31631327,0.22378509
"P001845",0.2230643,0.6519657
"P000583",0.28617185,0.52600896
"P006694",0.63642937,0.37115616
"P004083",0.22028822,0.16776131
"P003934",0.5028602,0.5849803
"P003920",0.50199294,0.44296655
"P006680",0.32105008,0.6456018
"P006858",0.5268272,0.7425063
"P001851",0.47167918,0.46832547
"P000597",0.78767633,0.5256474
"P001689",0.20516129,0.29045424
"P004929",0.38001406,0.5062547
"P001879",0.61618596,0.6255978
"P003908",0.31536886,0.18103862
"P006870",0.446176,0.7970296
"P006864",0.6832147,0.79670197
"P004915",0.2886584,0.6189435
"P007993",0.0757816,0.4317214
"P006455",0.5851392,0.36697188
"P000024",0.33002678,0.76151526
"P004242",0.67758304,0.73552215
"P002633",0.37356418,0.46134305
"P004524",0.64026004,0.661237
"P000742",0.2137894,0.37887004
"P006333",0.6579297,0.3856351
"P000756",0.5021332,0.5476487
"P001448",0.78815407,0.53829485
"P002141",0.39227125,0.6007502
"P004530",0.25113165,0.274688
"P004256",0.661609,0.69960743
"P007987",0.026650583,0.4660505
"P006441",0.43185228,0.83116764
"P000030",0.4516344,0.58213085
"P003511",0.5402291,0.3861773
"P005160",0.5449653,0.5528167
"P001306",0.66461307,0.322136
"P006469",0.08113063,0.40567783
"P007777",0.6569072,0.41383082
"P000018",0.3291775,0.40952942
"P007011",0.21333513,0.6031704
"P001460",0.80944246,0.5234044
"P004518",0.63920444,0.7441069
"P003277",0.41727778,0.42330495
"P003263",0.1981389,0.4715896
"P001474",0.32874933,0.38982555
"P001312",0.28434616,0.3695003
"P007763",0.79130816,0.48835385
"P003505",0.53501153,0.38420326
"P005174",0.5413673,0.5445172
"P004281",0.20649388,0.18611468
"P002828",0.34261188,0.4623777
"P007788",0.5615632,0.38437712
"P007950",0.34087202,0.261012
"P006496",0.6566346,0.81154513
"P000959",0.5032099,0.68118596
"P000781",0.51223874,0.73311555
"P005821",0.26051763,0.17195036
"P003288",0.37605253,0.4435294
"P002196",0.3015798,0.19599651
"P002182",0.026320113,0.4443464
"P000795",0.41596776,0.5622642
"P007944",0.53253114,0.44456673
"P006482",0.5478633,0.79476416
"P004295",0.2127114,0.19399726
"P002814",0.16253266,0.41735524
"P000965",0.20831347,0.19030868
"P000971",0.3099744,0.40285748
"P002800",0.2435812,0.47354248
"P007978",0.5119718,0.523142
"P000150",0.2358928,0.46742877
"P006521",0.5946138,0.2196504
"P002747",0.6049665,0.6881398
"P004336",0.24428919,0.2701938
"P003459",0.2743081,0.18772146
"P004450",0.20973031,0.29764235
"P002021",0.5008439,0.56076735
"P001528",0.44760892,0.57372826
"P006247",0.25483724,0.45340836
"P007159",0.43640915,0.44112393
"P000636",0.4616774,0.5901821
"P006253",0.37429702,0.70165765
"P000622",0.3512073,0.36917865
"P004444",0.6053537,0.57355
"P002035",0.6158272,0.6807421
"P002753",0.8045527,0.42358875
"P004322",0.4383003,0.006753056
"P000144",0.33741987,0.54252887
"P006535",0.18253168,0.2956105
"P005014",0.6376149,0.64336485
"P007603",0.19653358,0.27161753
"P001272",0.42936006,0.1585345
"P001514",0.5470722,0.3397956
"P007165",0.6608001,0.75140256
"P008256",0.19738469,0.34575194
"P003303",0.584599,0.41305473
"P005772",0.34656942,0.784407
"P003317",0.4478756,0.03938558
"P004478",0.17330648,0.32935995
"P002009",0.47064555,0.015714113
"P001500",0.09997375,0.46793908
"P000178",0.26469526,0.35386097
"P007617",0.5003849,0.718914
"P006509",0.28000072,0.49067095
"P002784",0.3176723,0.20637408
"P007824",0.46403885,0.36046574
"P000193",0.22517206,0.61355424
"P006284",0.46112368,0.7393679
"P005955",0.6644947,0.6992137
"P004493",0.6466231,0.63498104
"P004487",0.20545174,0.26171747
"P000839",0.23400365,0.56568724
"P001299",0.17119418,0.16735885
"P000187",0.38059768,0.755106
"P002948",0.38998097,0.5435997
"P002790",0.23440869,0.16225226
"P007818",0.42545813,0.3254489
"P002960",0.58312124,0.5364212
"P005969",0.3093267,0.62929684
"P000811",0.09174889,0.23801641
"P000805",0.52242583,0.7402549
"P002974",0.39871812,0.29142433
"P000434",0.27801383,0.3315753
"P008068",0.39744395,0.22499284
"P006045",0.45375463,0.5645543
"P002223",0.64919305,0.31574267
"P004652",0.57722044,0.34355515
"P002545",0.6785687,0.3339485
"P006723",0.5522589,0.41579747
"P000352",0.41264328,0.40375912
"P001058",0.79988134,0.5397465
"P006737",0.4392719,0.791556
"P007429",0.4318948,0.18008833
"P000346",0.2549994,0.47133484
"P002551",0.24784523,0.46065125
"P002237",0.39174074,0.5599026
"P005558",0.6134584,0.448282
"P004646",0.29418004,0.2637619
"P003129",0.26609108,0.120716706
"P000420",0.31203547,0.34330392
"P006051",0.4152052,0.55067396
"P005570",0.4703034,0.7050581
"P003101",0.39340308,0.5282252
"P000408",0.16259861,0.44866368
"P008054",0.24802187,0.098390974
"P006079",0.5673443,0.42087612
"P001716",0.41572505,0.5912053
"P001070",0.30792993,0.4160366
"P003667",0.5702755,0.62989694
"P005216",0.38833174,0.6868327
"P002579",0.32154304,0.37685528
"P003673",0.32225335,0.74393594
"P001064",0.15967415,0.2758819
"P008040",0.49227753,0.65839684
"P001702",0.66976976,0.3655703
"P005564",0.6505123,0.5194871
"P003115",0.45522842,0.4290325
"P004849",0.14439526,0.32451338
"P007398",0.28295046,0.7571772
"P001931",0.6403063,0.32911083
"P006938",0.5053577,0.4289636
"P000391",0.24081036,0.57423645
"P002586",0.25190985,0.60066897
"P003698",0.38955206,0.80437297
"P002592",0.10342688,0.50177497
"P000385",0.12651731,0.4771711
"P006092",0.41236573,0.30992326
"P001925",0.6368719,0.47905114
"P004685",0.6754899,0.41646817
"P008097",0.4321249,0.8374562
"P006904",0.49729276,0.24192755
"P006910",0.4625279,0.2639666
"P008083",0.08621458,0.35059342
"P006906",0.4754275,0.25308624
"P008095",0.7186929,0.6920828
"P006912",0.44382676,0.26102462
"P000393",0.30776265,0.44195813
"P001933",0.5118148,0.30453697
"P004693",0.24703202,0.60823447
"P001927",0.35139897,0.44415534
"P006090",0.47405976,0.24296558
"P001099",0.21580005,0.24873376
"P000387",0.3412908,0.49090984
"P002590",0.14982012,0.2916064
"P005214",0.2980702,0.6847673
"P003665",0.5630178,0.76368403
"P007403",0.40911508,0.44042695
"P001072",0.058646448,0.5010042
"P001714",0.21881343,0.68475944
"P008056",0.60550857,0.57333165
"P003103",0.6298343,0.37959462
"P005572",0.59697735,0.41206506
"P003117",0.6883083,0.4584099
"P004678",0.6209615,0.42224145
"P005566",0.056061264,0.41650328
"P002209",0.58194506,0.6052288
"P001700",0.68009835,0.35780793
"P008042",0.66092724,0.72409433
"P000378",0.17369854,0.24532513
"P006709",0.4892187,0.32205364
"P001066",0.07524107,0.49897763
"P005200",0.39389086,0.7918592
"P003671",0.3131105,0.7116651
"P000350",0.42255053,0.44827506
"P002547",0.46096528,0.022473939
"P003659",0.5657115,0.6262408
"P004650",0.20819257,0.45709658
"P002221",0.1606156,0.22823122
"P001728",0.42789474,0.79879385
"P006047",0.19697163,0.43813092
"P000436",0.7037023,0.57846296
"P006053",0.44066116,0.54898363
"P000422",0.3386697,0.5600872
"P004644",0.6290837,0.638978
"P002235",0.15486653,0.15494123
"P002553",0.38071406,0.31243277
"P004122",0.40803677,0.026364947
"P000344",0.28493568,0.3290514
"P006735",0.55511385,0.3496772
"P000813",0.09952709,0.22645146
"P002962",0.44655225,0.4672722
"P002976",0.09347252,0.4516449
"P000807",0.3049291,0.24081738
"P004491",0.50377357,0.10840396
"P005957",0.6128775,0.43509063
"P007198",0.76892185,0.53486377
"P000191",0.29979756,0.47413602
"P007826",0.51031417,0.37900305
"P002786",0.4287236,0.3781402
"P003498",0.48381126,0.4121986
"P002792",0.19132079,0.30267426
"P000185",0.50053746,0.6752195
"P006292",0.4932524,0.40986475
"P004485",0.5760491,0.6966666
"P005943",0.42999047,0.79282606
"P003301",0.8266362,0.48443475
"P000608",0.46140927,0.6651525
"P007167",0.52765214,0.3921159
"P008254",0.4185175,0.37804407
"P006279",0.19766107,0.4423
"P001516",0.16927132,0.24770926
"P007601",0.4934256,0.6764257
"P003467",0.3579816,0.32110322
"P005016",0.8199307,0.50386304
"P002779",0.7680044,0.5344607
"P003473",0.37621585,0.3558764
"P001264",0.13902979,0.49137568
"P007615",0.37108982,0.32669267
"P007173",0.32507792,0.20354831
"P001502",0.089779966,0.43277848
"P005764",0.07944804,0.2721865
"P003315",0.46624535,0.037494667
"P000634",0.17348862,0.23433538
"P006245",0.29305732,0.20950288
"P004452",0.2727224,0.23330198
"P004334",0.26886892,0.83634156
"P002745",0.44234627,0.5876319
"P006523",0.32186237,0.683159
"P000152",0.4562219,0.6653272
"P001258",0.55732036,0.2928369
"P006537",0.70591027,0.73916674
"P007629",0.40711355,0.26298147
"P000146",0.3768611,0.4715674
"P004320",0.18570277,0.16906735
"P002989",0.10076772,0.5290156
"P002751",0.6055632,0.59457415
"P002037",0.22060926,0.21926625
"P005758",0.8039827,0.43010464
"P003329",0.48751992,0.37375593
"P000620",0.37316772,0.55473316
"P006251",0.62824243,0.7765259
"P000967",0.6051244,0.53532755
"P002816",0.41066286,0.7338666
"P002802",0.74507177,0.4457209
"P000973",0.26843235,0.32098308
"P002194",0.14622638,0.50557035
"P005823",0.5909804,0.5612296
"P000783",0.3641369,0.54687405
"P007952",0.103321895,0.41963628
"P004283",0.65972674,0.601249
"P004297",0.22045122,0.18862934
"P006480",0.5776215,0.44454098
"P007946",0.4646026,0.43229416
"P000797",0.4068228,0.5531671
"P001489",0.45679575,0.022125933
"P002180",0.17463171,0.2578326
"P003275",0.3988661,0.3814733
"P005604",0.23870257,0.5614274
"P007775",0.031679425,0.45534948
"P001304",0.3214381,0.2410268
"P005162",0.41312903,0.4877435
"P003513",0.27037197,0.44292027
"P002619",0.45327866,0.0023061833
"P005176",0.08350297,0.49761373
"P004268",0.04261422,0.48655123
"P003507",0.49887708,0.4239242
"P006319",0.26464054,0.47298723
"P007007",0.26794693,0.6380136
"P000768",0.42404765,0.5599153
"P003261",0.49419457,0.52285564
"P005610",0.5662827,0.49837396
"P000998",0.52028656,0.53670794
"P000740",0.19016415,0.35092205
"P003249",0.4117177,0.6840006
"P004526",0.5475954,0.49323946
"P005638",0.6461421,0.7290464
"P002157",0.46873835,0.658271
"P002631",0.25565386,0.66517895
"P000026",0.3663712,0.40493393
"P007749",0.48090494,0.6630479
"P006457",0.57317346,0.81001973
"P001338",0.53718084,0.26746398
"P007991",0.22811528,0.18988854
"P000032",0.16802263,0.24738164
"P006443",0.6706657,0.6207805
"P007985",0.02638027,0.45599315
"P002625",0.70941246,0.6668256
"P004254",0.66065586,0.74954677
"P004532",0.19143154,0.17219114
"P002143",0.4245292,0.75831205
"P006325",0.16051334,0.7071729
"P000754",0.14767218,0.25407997
"P006872",0.64752644,0.736856
"P004917",0.18518728,0.4801537
"P006866",0.6613035,0.6054759
"P003936",0.5281188,0.73078424
"P004081",0.5209698,0.46311843
"P007588",0.047812097,0.4491471
"P000581",0.4392814,0.5211467
"P001847",0.79420584,0.5023097
"P003088",0.6075324,0.34921423
"P002382",0.1944946,0.5933588
"P000595",0.78980345,0.5445807
"P001853",0.71191835,0.58645296
"P006682",0.3186998,0.73331565
"P003922",0.49276638,0.052734613
"P001106",0.3494468,0.33632815
"P006669",0.3387136,0.65859246
"P007577",0.40875584,0.67241246
"P000218",0.23032899,0.29984188
"P008122",0.4495855,0.27380264
"P001660",0.49839202,0.4628313
"P005406",0.6085861,0.22063549
"P004718",0.14751554,0.40418842
"P003077",0.3015047,0.25307268
"P003063",0.45366466,0.3441066
"P001674",0.28950262,0.47443855
"P001112",0.29816598,0.32565787
"P007563",0.31013554,0.22805797
"P008204_003",0.72342736,0.27322254
"P005374",0.5145928,0.34012774
"P000224",0.016743597,0.48442194
"P004042",0.7749157,0.50321335
"P002433",0.0884653,0.2617543
"P002355",0.08578222,0.45461762
"P004724",0.44053468,0.5382842
"P000542",0.41097268,0.44619632
"P001884",0.41734508,0.7100338
"P006133",0.49490577,0.36589187
"P000556",0.118371025,0.5342003
"P001890",0.5439687,0.23995982
"P001648",0.2202529,0.24093214
"P004730",0.15833141,0.42420417
"P003739",0.72531027,0.60301864
"P004056",0.6738872,0.66548014
"P002427",0.61549824,0.40187854
"P006641",0.2679909,0.53641766
"P006899",0.49463022,0.32783985
"P000230",0.28246415,0.3116095
"P002340",0.12634513,0.46749866
"P001649",0.24831125,0.24910836
"P001891",0.7039448,0.30355757
"P007238",0.6858867,0.34638214
"P000557",0.21549957,0.488057
"P006898",0.37732908,0.4295166
"P006640",0.6051472,0.46975794
"P002426",0.27916524,0.27637264
"P004057",0.6136178,0.73926467
"P003738",0.72446126,0.60190356
"P002432",0.6475044,0.6251514
"P004043",0.8081053,0.5383826
"P000225",0.35418347,0.3571912
"P006654",0.3637015,0.73426706
"P001885",0.62042075,0.6696234
"P000543",0.3694783,0.40178445
"P004725",0.4413518,0.54966515
"P002354",0.63124853,0.64110976
"P001675",0.23657218,0.34253082
"P003062",0.6281468,0.23151572
"P005375",0.43478647,0.8085715
"P008204_002",0.71522963,0.27073687
"P007562",0.4475872,0.012685367
"P001113",0.26046765,0.46158394
"P000219",0.13261038,0.23177238
"P007576",0.40949163,0.6709284
"P006668",0.64823514,0.49656767
"P001107",0.26519036,0.3646211
"P003076",0.17186491,0.29960498
"P004719",0.14401162,0.3724533
"P005407",0.6203436,0.22603089
"P002368",0.35233757,0.3512667
"P001661",0.49722356,0.4580956
"P008123",0.545421,0.30678388
"P001852",0.6967712,0.4906265
"P000594",0.79000586,0.54423624
"P002383",0.40397778,0.4503713
"P004094",0.34274277,0.80790186
"P003923",0.4928545,0.052738536
"P006683",0.6647846,0.44642013
"P006697",0.6508187,0.60019225
"P007589",0.57796127,0.47936687
"P003937",0.5734073,0.58907264
"P002397",0.24487668,0.3171965
"P003089",0.20425288,0.338065
"P001846",0.38588858,0.20230347
"P000580",0.6420225,0.44357234
"P004916",0.17725942,0.50039095
"P006867",0.66140556,0.7648266
"P006873",0.6636293,0.69381917
"P004255",0.70255536,0.7099741
"P002624",0.6293201,0.785175
"P007984",0.062925175,0.45634753
"P006442",0.62148947,0.48318836
"P000033",0.3931599,0.46804857
"P000755",0.610279,0.6405095
"P006324",0.16657175,0.22093523
"P002142",0.41406125,0.48788682
"P004533",0.50949854,0.3586416
"P005639",0.6064063,0.43638107
"P004527",0.22500397,0.43027663
"P000741",0.21358489,0.37893724
"P000999",0.44445196,0.43006974
"P007990",0.20101528,0.6579996
"P001339",0.26444152,0.21935295
"P006456",0.35221726,0.6643812
"P007748",0.32789654,0.45769224
"P000027",0.49584463,0.47988927
"P004241",0.21720499,0.1852495
"P001311",0.37156937,0.40151557
"P002618",0.7116639,0.63608027
"P005611",0.52479666,0.41195902
"P003260",0.30875185,0.56161934
"P000769",0.4278203,0.56535417
"P006318",0.2858051,0.32887205
"P001477",0.410353,0.459427
"P001463",0.12090607,0.5516089
"P003274",0.37097475,0.49701986
"P003512",0.45764312,0.46227875
"P001305",0.6226448,0.2448568
"P007774",0.47055826,0.4566163
"P007947",0.41408333,0.36188284
"P006481",0.5483758,0.77107424
"P004296",0.12692977,0.3709695
"P002181",0.36810058,0.38751552
"P001488",0.25990862,0.31342053
"P000796",0.35151646,0.5781475
"P000782",0.5125946,0.7337204
"P005822",0.30185324,0.41449463
"P002195",0.29766065,0.28924182
"P004282",0.20591447,0.18337196
"P007953",0.28914994,0.16300409
"P006495",0.50648755,0.667773
"P002803",0.8184124,0.44123253
"P000972",0.18992981,0.5808441
"P000966",0.30762228,0.75714195
"P002817",0.63407594,0.6366837
"P002750",0.44902885,0.41585177
"P002988",0.34281754,0.47907078
"P004321",0.18532556,0.18283604
"P000147",0.39922327,0.25049463
"P007628",0.6252617,0.6521262
"P006536",0.6884734,0.78965133
"P001259",0.36157575,0.43005782
"P006250",0.708639,0.66362566
"P000621",0.39201966,0.43892398
"P003328",0.4197764,0.5908583
"P005981",0.40250352,0.2078585
"P004447",0.20086369,0.17567605
"P005759",0.32143828,0.4867333
"P002036",0.6635098,0.39952454
"P005995",0.23849508,0.15526469
"P004453",0.39542255,0.30104482
"P002022",0.38693556,0.7817073
"P006244",0.64965796,0.5454693
"P008269",0.33261973,0.19716756
"P000635",0.45736817,0.5762704
"P000153",0.37327123,0.6820088
"P006522",0.6675209,0.45964193
"P002744",0.43342838,0.57934207
"P004335",0.52658856,0.35131803
"P007614",0.07715581,0.25101092
"P001265",0.040178925,0.38762143
"P003472",0.38087234,0.47675654
"P003314",0.48939332,0.6210505
"P001503",0.38465357,0.56632614
"P001517",0.26391315,0.21130362
"P006278",0.3905279,0.77504724
"P008255",0.66542584,0.5441146
"P007166",0.25546637,0.5134159
"P000609",0.6188533,0.26138178
"P003300",0.4351148,0.54519457
"P002778",0.7427694,0.507428
"P005017",0.57674825,0.5953825
"P004309",0.45230576,0.26688343
"P003466",0.34389088,0.5083579
"P007600",0.6132435,0.47533277
"P001271",0.09305846,0.37119547
"P000184",0.49335012,0.66591346
"P002793",0.23629121,0.32378834
"P005942",0.54767877,0.57161516
"P004484",0.5113667,0.36602327
"P006287",0.66828936,0.6579509
"P005956",0.59673756,0.6702809
"P004490",0.70659065,0.5921972
"P003499",0.5556993,0.4038977
"P002787",0.34602314,0.3229127
"P000190",0.45185697,0.61391056
"P002977",0.046144158,0.4006649
"P008282",0.43026486,0.3136562
"P000806",0.13161731,0.21963544
"P000812",0.09207969,0.23711455
"P002963",0.33664832,0.69440407
"P002234",0.22806722,0.2716194
"P004645",0.41424277,0.26918542
"P000423",0.23935607,0.6789181
"P006052",0.43364745,0.5558064
"P006734",0.57001555,0.41741842
"P000345",0.26189774,0.28422558
"P003894",0.44926488,0.29721254
"P002552",0.63690764,0.33195007
"P003658",0.7766923,0.57680565
"P002546",0.47093055,0.05675753
"P000351",0.27326337,0.38497055
"P000437",0.20962271,0.49798748
"P006046",0.4665469,0.31204677
"P001729",0.40761113,0.79579115
"P002220",0.24255492,0.47875202
"P004651",0.197845,0.1670964
"P008043",0.17227837,0.1342579
"P001701",0.67485857,0.36469945
"P002208",0.29825,0.70187247
"P005567",0.057634775,0.4376712
"P004679",0.12121593,0.19420823
"P003116",0.1868518,0.28193593
"P005201",0.27620515,0.38014635
"P001067",0.21367931,0.23100966
"P006708",0.62949365,0.31089765
"P000379",0.037832703,0.49832928
"P001073",0.24821799,0.5448513
"P007402",0.28282082,0.4646184
"P005215",0.32917106,0.70760673
"P005573",0.14838734,0.24914132
"P003102",0.36131105,0.7157
"P008057",0.41707206,0.80451334
"P006091",0.421373,0.30134523
"P001926",0.35075447,0.7200902
"P005598",0.09936989,0.48189828
"P002591",0.23148063,0.30922553
"P000386",0.37618318,0.69292337
"P001098",0.18777367,0.24940369
"P000392",0.42547768,0.44401613
"P002585",0.054110024,0.4691375
"P004692",0.18746339,0.6557129
"P006085",0.15807036,0.17522456
"P001932",0.47690025,0.29566208
"P008080",0.41379315,0.65262157
"P006913",0.3682561,0.3598969
"P006907",0.45479667,0.25355974
"P008094",0.70796436,0.6969999
"P006081",0.4547044,0.25726393
"P002581",0.44390735,0.32384434
"P001088",0.065606035,0.48308265
"P000396",0.37731946,0.6931861
"P000382",0.14881752,0.2854101
"P002595",0.09136654,0.24192546
"P004682",0.47060767,0.00817194
"P006095",0.4731425,0.2614306
"P008090",0.071135394,0.36857718
"P006903",0.4650685,0.2705972
"P006917",0.79746467,0.477681
"P008084",0.20261481,0.16666251
"P004655",0.27782506,0.30349982
"P006042",0.32513502,0.6977009
"P000433",0.4711267,0.51591563
"P000355",0.42602363,0.5077995
"P003884",0.37704104,0.41153213
"P002542",0.3866652,0.42331767
"P004133",0.80233335,0.46448472
"P003890",0.42326298,0.5526773
"P005239",0.62717754,0.23151463
"P002556",0.37750205,0.5205301
"P003648",0.5029005,0.42843404
"P000341",0.04294796,0.42134136
"P006730",0.083095394,0.4214015
"P006056",0.5869146,0.4434681
"P001739",0.4123726,0.82732624
"P000427",0.2338893,0.48073643
"P007348",0.70557326,0.32245496
"P004641",0.6560695,0.7360584
"P002230",0.5868432,0.48791295
"P001711",0.2834455,0.6857792
"P008053",0.24329863,0.10216191
"P004669",0.54603547,0.3767307
"P003106",0.57128876,0.14058363
"P002218",0.5412847,0.29168373
"P005577",0.6079945,0.20232475
